0 level,01st level ,2nd level,3rd level,4th level,5th level,6th level,Nutrition_tree_ID,[Level],ChEBI_ID,CDNO Relationships ,Synonym,,parent,parent ID,term,term ID,relationship
,,,,,catechin,,05_catechin,[5],CHEBI:23053,is a,,,flavanols,CHEBI:72010,catechin,CHEBI:23053,is a
,,,,,(+)-catechin 3-o-gallate,,05_(+)-catechin 3-o-gallate,[5],CHEBI:76132,is a,,,flavanols,CHEBI:72010,(+)-catechin 3-o-gallate,CHEBI:76132,is a
,,,,,(+)-gallocatechin,,05_(+)-gallocatechin,[5],CHEBI:71225,is a,,,flavanols,CHEBI:72010,(+)-gallocatechin,CHEBI:71225,is a
,,,,,(-)-epicatechin,,05_(-)-epicatechin,[5],CHEBI:76125,is a,equivalent chebi term,,flavanols,CHEBI:72010,(-)-epicatechin,CHEBI:76125,is a
,,,,,(-)-epicatechin 3-o-gallate,,05_(-)-epicatechin 3-o-gallate,[5],CHEBI:70255,is a,,,flavanols,CHEBI:72010,(-)-epicatechin 3-o-gallate,CHEBI:70255,is a
,,,,,(-)-epigallocatechin,,05_(-)-epigallocatechin,[5],CHEBI:42255,is a,,,flavanols,CHEBI:72010,(-)-epigallocatechin,CHEBI:42255,is a
,,,,,(-)-epigallocatechin 3-o-gallate,,05_(-)-epigallocatechin 3-o-gallate,[5],CHEBI:4806,is a,equivalent chebi term,,flavanols,CHEBI:72010,(-)-epigallocatechin 3-o-gallate,CHEBI:4806,is a
,,,,,3'-o-methylepicatechin,,05_3'-o-methylepicatechin,[5],CHEBI:70254,is a,,,flavanols,CHEBI:72010,3'-o-methylepicatechin,CHEBI:70254,is a
,,,,,4'-o-methylepigallocatechin-3-o-gallate,,05_4'-o-methylepigallocatechin-3-o-gallate,[5],CHEBI:70256,is a,,,flavanols,CHEBI:72010,4'-o-methylepigallocatechin-3-o-gallate,CHEBI:70256,is a
,,,,,4'-o-methylepigallocatechin,,05_4'-o-methylepigallocatechin,[5],CHEBI:70253,is a,,,flavanols,CHEBI:72010,4'-o-methylepigallocatechin,CHEBI:70253,is a
,,,,proanthocyanidin,,,04_proanthocyanidin,[4],CHEBI:26267,is a,,,flavonoid,CHEBI:47916,proanthocyanidin,CHEBI:26267,is a
,,,,,cinnamtannin a2,,05_cinnamtannin a2,[5],CHEBI:81227,is a,,,proanthocyanidin,CHEBI:26267,cinnamtannin a2,CHEBI:81227,is a
,,,,,procyanidins,,05_procyanidins,[5],CHEBI:166895,is a,,,proanthocyanidin,CHEBI:26267,procyanidins,CHEBI:166895,is a
,,,,,procyanidin dimer b1,,05_procyanidin dimer b1,[5],CHEBI:75633,is a,equivalent chebi term,,proanthocyanidin,CHEBI:26267,procyanidin dimer b1,CHEBI:75633,is a
,,,,,procyanidin dimer b2,,05_procyanidin dimer b2,[5],CHEBI:75632,is a,equivalent chebi term,,proanthocyanidin,CHEBI:26267,procyanidin dimer b2,CHEBI:75632,is a
,,,,,procyanidin dimer b3,,05_procyanidin dimer b3,[5],CHEBI:75630,is a,equivalent chebi term,,proanthocyanidin,CHEBI:26267,procyanidin dimer b3,CHEBI:75630,is a
,,,,,procyanidin dimer b4,,05_procyanidin dimer b4,[5],CHEBI:27589,is a,equivalent chebi term,,proanthocyanidin,CHEBI:26267,procyanidin dimer b4,CHEBI:27589,is a
,,,,,procyanidin dimer b5,,05_procyanidin dimer b5,[5],CHEBI:75621,is a,equivalent chebi term,,proanthocyanidin,CHEBI:26267,procyanidin dimer b5,CHEBI:75621,is a
,,,,,procyanidin dimer b6,,05_procyanidin dimer b6,[5],CHEBI:75619,is a,equivalent chebi term,,proanthocyanidin,CHEBI:26267,procyanidin dimer b6,CHEBI:75619,is a
,,,,,procyanidin trimer c1,,05_procyanidin trimer c1,[5],CHEBI:75643,is a,equivalent chebi term,,proanthocyanidin,CHEBI:26267,procyanidin trimer c1,CHEBI:75643,is a
,,,,,procyanidin trimer c2,,05_procyanidin trimer c2,[5],CHEBI:75644,is a,equivalent chebi term,,proanthocyanidin,CHEBI:26267,procyanidin trimer c2,CHEBI:75644,is a
,,,,,theaflavin,,05_theaflavin,[5],CHEBI:136609,is a,,,proanthocyanidin,CHEBI:26267,theaflavin,CHEBI:136609,is a
,,,,peltogynoid,,,04_peltogynoid,[4],CHEBI:166896,is a,,,flavonoid,CHEBI:47916,peltogynoid,CHEBI:166896,is a
,,,,dihydrochalcone,,,04_dihydrochalcone,[4],CHEBI:71230,is a,,,flavonoid,CHEBI:47916,dihydrochalcone,CHEBI:71230,is a
,,,,,3-hydroxyphloretin-2'-o-xylosyl-glucoside,,05_03-hydroxyphloretin-2'-o-xylosyl-glucoside,[5],CHEBI:88354,is a,,,dihydrochalcone,CHEBI:71230,3-hydroxyphloretin-2'-o-xylosyl-glucoside,CHEBI:88354,is a
,,,,,phloretin,,05_phloretin,[5],CHEBI:17276,is a,,,dihydrochalcone,CHEBI:71230,phloretin,CHEBI:17276,is a
,,,,,phlorizin ,,05_phlorizin ,[5],CHEBI:8113,is a,,,dihydrochalcone,CHEBI:71230,phlorizin,CHEBI:8113,is a
,,,,chalcone,,,04_chalcone,[4],CHEBI:23086,is a,,,flavonoid,CHEBI:47916,chalcone,CHEBI:23086,is a
,,,,,butein,,05_butein,[5],CHEBI:3237,is a,,,chalcone,CHEBI:23086,butein,CHEBI:3237,is a
,,,,,xanthohumol,,05_xanthohumol,[5],CHEBI:66331,is a,,,chalcone,CHEBI:23086,xanthohumol,CHEBI:66331,is a
,,,,aurone,,,04_aurone,[4],CHEBI:47964,is a,,,flavonoid,CHEBI:47916,aurone,CHEBI:47964,is a
,,,,anthocyanidin,,,04_anthocyanidin,[4],CHEBI:38695,is a,,,flavonoid,CHEBI:47916,anthocyanidin,CHEBI:38695,is a
,,,,,4'-o-methylcyanidin 3-o-d-glucoside,,05_4'-o-methylcyanidin 3-o-d-glucoside,[5],CHEBI:74793,is a,3'-O-methylcyanidin 3-O-β-D-glucoside,,anthocyanidin,CHEBI:38695,4'-o-methylcyanidin 3-o-d-glucoside,CHEBI:74793,is a
,,,,,cyanidin,,05_cyanidin,[5],CHEBI:27843,is a,equivalent chebi term,,anthocyanidin,CHEBI:38695,cyanidin,CHEBI:27843,is a
,,,,,cyanidin 3-o-galactoside,,05_cyanidin 3-o-galactoside,[5],CHEBI:27475,is a,equivalent chebi term,,anthocyanidin,CHEBI:38695,cyanidin 3-o-galactoside,CHEBI:27475,is a
,,,,,cyanidin 3-o-rutinoside,,05_cyanidin 3-o-rutinoside,[5],CHEBI:28064,is a,equivalent chebi term,,anthocyanidin,CHEBI:38695,cyanidin 3-o-rutinoside,CHEBI:28064,is a
,,,,,cyanidin 3-o-sambubioside,,05_cyanidin 3-o-sambubioside,[5],CHEBI:74811,is a,equivalent chebi term,,anthocyanidin,CHEBI:38695,cyanidin 3-o-sambubioside,CHEBI:74811,is a
,,,,,cyanidin 3-o-sophoroside,,05_cyanidin 3-o-sophoroside,[5],CHEBI:80438,is a,equivalent chebi term,,anthocyanidin,CHEBI:38695,cyanidin 3-o-sophoroside,CHEBI:80438,is a
,,,,,isopeonidin 3-o-rutinoside,,05_isopeonidin 3-o-rutinoside,[5],CHEBI:142263,is a,equivalent chebi term,,anthocyanidin,CHEBI:38695,isopeonidin 3-o-rutinoside,CHEBI:142263,is a
,,,,,pelargonidin,,05_pelargonidin,[5],CHEBI:25863,is a,,,anthocyanidin,CHEBI:38695,pelargonidin,CHEBI:25863,is a
,,,,,pelargonidin 3-o-rutinoside,,05_pelargonidin 3-o-rutinoside,[5],CHEBI:31968,is a,,,anthocyanidin,CHEBI:38695,pelargonidin 3-o-rutinoside,CHEBI:31968,is a
,,,,anthocyanin,,,04_anthocyanin,[4],CHEBI:38697,is a,,,flavonoid,CHEBI:47916,anthocyanin,CHEBI:38697,is a
,,,,,anthocyanin chlorides,,05_anthocyanin chlorides,[5],CHEBI:38698,is a,,,anthocyanin,CHEBI:38697,anthocyanin chlorides,CHEBI:38698,is a
,,,,,,cyanidin 3-o-β-d-galactoside chloride,06_cyanidin 3-o-β-d-galactoside chloride,[6],CHEBI:37664,is a,,,anthocyanin chlorides,CHEBI:38698,cyanidin 3-o-β-d-galactoside chloride,CHEBI:37664,is a
,,,,,,cyanidin 3-o-rutinoside chloride,06_cyanidin 3-o-rutinoside chloride,[6],CHEBI:16726,is a,,,anthocyanin chlorides,CHEBI:38698,cyanidin 3-o-rutinoside chloride,CHEBI:16726,is a
,,,,,,cyanin chloride,06_cyanin chloride,[6],CHEBI:38021,is a,,,anthocyanin chlorides,CHEBI:38698,cyanin chloride,CHEBI:38021,is a
,,,,,,pelargonidin 3-o-β-d-glucoside chloride,06_pelargonidin 3-o-β-d-glucoside chloride,[6],CHEBI:36122,is a,,,anthocyanin chlorides,CHEBI:38698,pelargonidin 3-o-β-d-glucoside chloride,CHEBI:36122,is a
,,,,,β-d-glucoside,,05_β-d-glucoside,[5],CHEBI:22798,is a,equivalent chebi term,,anthocyanin,CHEBI:38697,β-d-glucoside,CHEBI:22798,is a
,,,,,,delphinidin 3-o-β-d-glucoside (myrtillin),06_delphinidin 3-o-β-d-glucoside (myrtillin),[6],CHEBI:31463,is a,equivalent chebi term,,β-d-glucoside,CHEBI:22798,delphinidin 3-o-β-d-glucoside (myrtillin),CHEBI:31463,is a
,,,,,,petunidin 3-o-β-glucoside,06_petunidin 3-o-β-glucoside,[6],CHEBI:31985,is a,equivalent chebi term,,β-d-glucoside,CHEBI:22798,petunidin 3-o-β-glucoside,CHEBI:31985,is a
,,,,,,malvidin 3-o-β-glucoside,06_malvidin 3-o-β-glucoside,[6],CHEBI:31799,is a,equivalent chebi term,,β-d-glucoside,CHEBI:22798,malvidin 3-o-β-glucoside,CHEBI:31799,is a
,,,isoflavonoid,,,,03_isoflavonoid,[3],CHEBI:50753,is a,,,flavonoid c6--c3--c6,CHEBI:72544,isoflavonoid,CHEBI:50753,is a
,,,,isoflavan,,,04_isoflavan,[4],CHEBI:72572,is a,,,isoflavonoid,CHEBI:50753,isoflavan,CHEBI:72572,is a
,,,,isoflavanone,,,04_isoflavanone,[4],CHEBI:27945,is a,,,isoflavonoid,CHEBI:50753,isoflavanone,CHEBI:27945,is a
,,,,isoflavone,,,04_isoflavone,[4],CHEBI:38757,is a,,,isoflavonoid,CHEBI:50753,isoflavone,CHEBI:38757,is a
,,,,hydroxyisoflavone,,,04_hydroxyisoflavone,[4],CHEBI:38755,is a,,,isoflavonoid,CHEBI:50753,hydroxyisoflavone,CHEBI:38755,is a
,,,,,daidzein,,05_daidzein,[5],CHEBI:28197,is a,equivalent chebi term,,hydroxyisoflavone,CHEBI:38755,daidzein,CHEBI:28197,is a
,,,,,genistein,,05_genistein,[5],CHEBI:28088,is a,,,hydroxyisoflavone,CHEBI:38755,genistein,CHEBI:28088,is a
,,,,,glycitein,,05_glycitein,[5],CHEBI:34778,is a,,,hydroxyisoflavone,CHEBI:38755,glycitein,CHEBI:34778,is a
,,,,glucoside,,,04_glucoside,[4],CHEBI:24278,is a,,,isoflavonoid,CHEBI:50753,glucoside,CHEBI:24278,is a
,,,,,daidzin,,05_daidzin,[5],CHEBI:42202,is a,,,glucoside,CHEBI:24278,daidzin,CHEBI:42202,is a
,,,,,genistin,,05_genistin,[5],CHEBI:27514 ,is a,,,glucoside,CHEBI:24278,genistin,CHEBI:27514,is a
,,,,,glycitin,,05_glycitin,[5],CHEBI:80373,is a,,,glucoside,CHEBI:24278,glycitin,CHEBI:80373,is a
,,,,glycosyloxyisoflavone,,,04_glycosyloxyisoflavone,[4],CHEBI:74630,is a,,,isoflavonoid,CHEBI:50753,glycosyloxyisoflavone,CHEBI:74630,is a
,,,,,malonyl daidzin ,,05_malonyl daidzin ,[5],CHEBI:80371,is a,,,glycosyloxyisoflavone,CHEBI:74630,malonyl daidzin,CHEBI:80371,is a
,,,,,malonyl genistin ,,05_malonyl genistin ,[5],CHEBI:80372,is a,,,glycosyloxyisoflavone,CHEBI:74630,malonyl genistin,CHEBI:80372,is a
,,,,,malonyl glycitin ,,05_malonyl glycitin ,[5],CHEBI:80374,is a,,,glycosyloxyisoflavone,CHEBI:74630,malonyl glycitin,CHEBI:80374,is a
,,,,,acetyl glycitin ,,05_acetyl glycitin ,[5],CHEBI:133348 ,is a,,,glycosyloxyisoflavone,CHEBI:74630,acetyl glycitin,CHEBI:133348,is a
,,,,rotenoid,,,04_rotenoid,[4],CHEBI:71543,is a,,,isoflavonoid,CHEBI:50753,rotenoid,CHEBI:71543,is a
,,,,coumestans,,,04_coumestans,[4],CHEBI:72577,is a,,,isoflavonoid,CHEBI:50753,coumestans,CHEBI:72577,is a
,,,,,coumestan,,05_coumestan,[5],CHEBI:72578,is a,,,coumestans,CHEBI:72577,coumestan,CHEBI:72578,is a
,,,,,coumestrol,,05_coumestrol,[5],CHEBI:3908,is a,,,coumestans,CHEBI:72577,coumestrol,CHEBI:3908,is a
,,,,3-arylcoumarin,,,04_3-arylcoumarin,[4],CHEBI:166897,is a,,,isoflavonoid,CHEBI:50753,3-arylcoumarin,CHEBI:166897,is a
,,,,pterocarpans,,,04_pterocarpans,[4],CHEBI:26377,is a,,,isoflavonoid,CHEBI:50753,pterocarpans,CHEBI:26377,is a
,,,,,pterocarpan,,05_pterocarpan,[5],CHEBI:73033,is a,,,pterocarpans,CHEBI:26377,pterocarpan,CHEBI:73033,is a
,,,,,(−)-phaseolin,,05_(−)-phaseolin,[5],CHEBI:108,is a,,,pterocarpans,CHEBI:26377,(−)-phaseolin,CHEBI:108,is a
,,,,,(+)-pisatin,,05_(+)-pisatin,[5],CHEBI:67347,is a,,,pterocarpans,CHEBI:26377,(+)-pisatin,CHEBI:67347,is a
,,,neoflavonoid,,,,03_neoflavonoid,[3],CHEBI:71971,is a,,,flavonoid c6--c3--c6,CHEBI:72544,neoflavonoid,CHEBI:71971,is a
,,,biflavonoid,,,,03_biflavonoid,[3],CHEBI:50128,is a,,,flavonoid c6--c3--c6,CHEBI:72544,biflavonoid,CHEBI:50128,is a
,,phenylpropanoid,,,,,02_phenylpropanoid,[2],CHEBI:26004,is a,,,plant secondary metabolite,unspecified CHEBI term,phenylpropanoid,CHEBI:26004,is a
,,,lignan,,,,03_lignan,[3],CHEBI:25036,is a,,,phenylpropanoid,CHEBI:26004,lignan,CHEBI:25036,is a
,,,,silymarin,,,04_silymarin,[4],CHEBI:125451,is a,,,lignan,CHEBI:25036,silymarin,CHEBI:125451,is a
,,,neolignan,,,,03_neolignan,[3],CHEBI:25497,is a,,,phenylpropanoid,CHEBI:26004,neolignan,CHEBI:25497,is a
,,,lignin,,,,03_lignin,[3],CHEBI:6457,is a,,,phenylpropanoid,CHEBI:26004,lignin,CHEBI:6457,is a
,,melanin,,,,,02_melanin,[2],CHEBI:89634,is a,equivalent chebi term,,plant secondary metabolite,unspecified CHEBI term,melanin,CHEBI:89634,is a
,,,catechol melanin,,,,03_catechol melanin,[3],CHEBI:23055,is a,,,melanin,CHEBI:89634,catechol melanin,CHEBI:23055,is a
,,,,allomelanin,,,04_allomelanin ,[4],CHEBI:166898,is a,,,catechol melanin,CHEBI:23055,allomelanin,CHEBI:166898,is a
,,terpenoid,,,,,02_terpenoid,[2],CHEBI:26873,is a,,,plant secondary metabolite,unspecified CHEBI term,terpenoid,CHEBI:26873,is a
,,,monoterpenoid,,,,03_monoterpenoid,[3],CHEBI:25409,is a,,,terpenoid,CHEBI:26873,monoterpenoid,CHEBI:25409,is a
,,,sesquiterpoid,,,,03_sesquiterpoid,[3],CHEBI:26658,is a,,,terpenoid,CHEBI:26873,sesquiterpoid,CHEBI:26658,is a
,,,diterpenoid,,,,03_diterpenoid,[3],CHEBI:23849,is a,,,terpenoid,CHEBI:26873,diterpenoid,CHEBI:23849,is a
,,,,carotenoid,,,04_carotenoid,[4],CHEBI:23044,is a,,,diterpenoid,CHEBI:23849,carotenoid,CHEBI:23044,is a
,,,,,xanthophyll,,05_xanthophyll,[5],CHEBI:27325,is a,,,carotenoid,CHEBI:23044,xanthophyll,CHEBI:27325,is a
,,,,,,zeaxanthin,06_zeaxanthin,[6],CHEBI:27547,is a,,,xanthophyll,CHEBI:27325,zeaxanthin,CHEBI:27547,is a
,,,,,,α-cryptoxanthin,06_α-cryptoxanthin,[6],CHEBI:10223,is a,,,xanthophyll,CHEBI:27325,α-cryptoxanthin,CHEBI:10223,is a
,,,,,,β-cryptoxanthin,06_β-cryptoxanthin,[6],CHEBI:10362,is a,,,xanthophyll,CHEBI:27325,β-cryptoxanthin,CHEBI:10362,is a
,,,,,,lutein,06_lutein,[6],CHEBI:28838,is a,,,xanthophyll,CHEBI:27325,lutein,CHEBI:28838,is a
,,,,,,phytoene,06_phytoene,[6],CHEBI:26119,is a,,,xanthophyll,CHEBI:27325,phytoene,CHEBI:26119,is a
,,,,,,neoxanthin,06_neoxanthin,[6],CHEBI:25501,is a,,,xanthophyll,CHEBI:27325,neoxanthin,CHEBI:25501,is a
,,,,,,violaxanthin,06_violaxanthin,[6],CHEBI:27295,is a,,,xanthophyll,CHEBI:27325,violaxanthin,CHEBI:27295,is a
,,,,,lycopene,,05_lycopene,[5],CHEBI:15948,is a,equivalent chebi term,,carotenoid,CHEBI:23044,lycopene,CHEBI:15948,is a
,,,,,,cis-lycopene,06_cis-lycopene,[6],CHEBI:62466,is a,equivalent chebi term,,lycopene,CHEBI:15948,cis-lycopene,CHEBI:62466,is a
,,,,retinol,,,04_retinol,[4],CHEBI:50211,is a,,,diterpenoid,CHEBI:23849,retinol,CHEBI:50211,is a
,,,triterpenoid,,,,03_triterpenoid,[3],CHEBI:36615,is a,,,terpenoid,CHEBI:26873,triterpenoid,CHEBI:36615,is a
,,organic acid,,,,,02_organic acid,[2],CHEBI:64709,is a,,,plant secondary metabolite,unspecified CHEBI term,organic acid,CHEBI:64709,is a
,,,acetic acid,,,,03_acetic acid,[3],CHEBI:15366,is a,,,organic acid,CHEBI:64709,acetic acid,CHEBI:15366,is a
,,,citric acid,,,,03_citric acid,[3],CHEBI:30769,is a,,,organic acid,CHEBI:64709,citric acid,CHEBI:30769,is a
,,,lactic acid,,,,03_lactic acid,[3],CHEBI:78320,is a,equivalent chebi term,,organic acid,CHEBI:64709,lactic acid,CHEBI:78320,is a
,,,,D-lactic acid,,,04_D-lactic acid,[4],CHEBI:42111,is a,equivalent chebi term,,lactic acid,CHEBI:78320,D-lactic acid,CHEBI:42111,is a
,,,,L-lactic acid,,,04_L-lactic acid,[4],CHEBI:422,is a,equivalent chebi term,,lactic acid,CHEBI:78320,L-lactic acid,CHEBI:422,is a
,,,malic acid,,,,03_malic acid,[3],CHEBI:6650,is a,,,organic acid,CHEBI:64709,malic acid,CHEBI:6650,is a
,,,malonic acid,,,,03_malonic acid,[3],CHEBI:30794,is a,,,organic acid,CHEBI:64709,malonic acid,CHEBI:30794,is a
,,,ascorbic acid,,,,03_ascorbic acid,[3],CHEBI:22652,is a,,,organic acid,CHEBI:64709,ascorbic acid,CHEBI:22652,is a
,,,,L-dehydroascorbic acid,,,04_L-dehydroascorbic acid,[4],CHEBI:27956,is a,,,ascorbic acid,CHEBI:22652,L-dehydroascorbic acid,CHEBI:27956,is a
,,,,L-ascorbic acid,,,04_L-ascorbic acid,[4],CHEBI:29073,is a,,,ascorbic acid,CHEBI:22652,L-ascorbic acid,CHEBI:29073,is a
,,,oxalic acid,,,,03_oxalic acid,[3],CHEBI:16995,is a,,,organic acid,CHEBI:64709,oxalic acid,CHEBI:16995,is a
,,,phytic acid,,,,03_phytic acid,[3],CHEBI:17401,is a,,,organic acid,CHEBI:64709,phytic acid,CHEBI:17401,is a
,,,salicylic acid,,,,03_salicylic acid,[3],CHEBI:16914,is a,,,organic acid,CHEBI:64709,salicylic acid,CHEBI:16914,is a
,,,quinic acid,,,,03_quinic acid,[3],CHEBI:26493,is a,,,organic acid,CHEBI:64709,quinic acid,CHEBI:26493,is a
,,,pyruvic acid,,,,03_pyruvic acid,[3],CHEBI:32816,is a,,,organic acid,CHEBI:64709,pyruvic acid,CHEBI:32816,is a
,,,shikimic acid,,,,03_shikimic acid,[3],CHEBI:16119,is a,,,organic acid,CHEBI:64709,shikimic acid,CHEBI:16119,is a
,,,succinic acid,,,,03_succinic acid,[3],CHEBI:15741,is a,,,organic acid,CHEBI:64709,succinic acid,CHEBI:15741,is a
,,,tartaric acid,,,,03_tartaric acid,[3],CHEBI:26849,is a,,,organic acid,CHEBI:64709,tartaric acid,CHEBI:26849,is a
,,,isocitric acid,,,,03_isocitric acid,[3],CHEBI:30887,is a,,,organic acid,CHEBI:64709,isocitric acid,CHEBI:30887,is a
,,,oxaloacetic acid,,,,03_oxaloacetic acid,[3],CHEBI:30744,is a,,,organic acid,CHEBI:64709,oxaloacetic acid,CHEBI:30744,is a
,,inositol,,,,,02_inositol,[2],CHEBI:24848,is a,equivalent chebi term,,plant secondary metabolite,unspecified CHEBI term,inositol,CHEBI:24848,is a
,,taurine,,,,,02_taurine,[2],CHEBI:15891,is a,,,plant secondary metabolite,unspecified CHEBI term,taurine,CHEBI:15891,is a
,,glycine betaine,,,,,02_glycine betaine,[2],CHEBI:17750,is a,,,plant secondary metabolite,unspecified CHEBI term,glycine betaine,CHEBI:17750,is a
,,polyol,,,,,02_polyol,[2],CHEBI:26191,is a,,,plant secondary metabolite,unspecified CHEBI term,polyol,CHEBI:26191,is a
,,,mannitol,,,,03_mannitol,[3],CHEBI:29864,is a,,,polyol,CHEBI:26191,mannitol,CHEBI:29864,is a
,,,xylitol,,,,03_xylitol,[3],CHEBI:17151,is a,,,polyol,CHEBI:26191,xylitol,CHEBI:17151,is a
,,,glucitol,,,,03_glucitol,[3],CHEBI:30911,is a,,,polyol,CHEBI:26191,glucitol,CHEBI:30911,is a
,,,glycerol,,,,03_glycerol,[3],CHEBI:17754,derived from,,,polyol,CHEBI:26191,glycerol,CHEBI:17754,derived from
,,choline,,,,,02_choline,[2],CHEBI:15354,is a,,,plant secondary metabolite,unspecified CHEBI term,choline,CHEBI:15354,is a